GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/web-Stanford.html/web-Stanford.txt.gz.144.lp -o input/web-Stanford.html/web-Stanford.txt.gz.144.lp.sol
Reading problem data from 'input/web-Stanford.html/web-Stanford.txt.gz.144.lp'...
2312500 rows, 4906897 columns, 11562487 non-zeros
4906897 integer variables, all of which are binary
7219402 lines were read
GLPK Integer Optimizer 5.0
2312500 rows, 4906897 columns, 11562487 non-zeros
4906897 integer variables, all of which are binary
Preprocessing...
2312493 rows, 4906890 columns, 11562028 non-zeros
4906890 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 2312493
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
2312493 rows, 4906890 columns, 11562028 non-zeros
      0: obj =   0.000000000e+00 inf =   1.820e+02 (182)
     52: obj =   2.535000000e-01 inf =   1.300e+02 (130)
    104: obj =   5.063510000e-01 inf =   7.800e+01 (78)
    156: obj =   7.591770000e-01 inf =   2.600e+01 (26)
    182: obj =   8.856150000e-01 inf =   0.000e+00 (0)
*  4400: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4435: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4466: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  4501: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4536: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4567: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  4602: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4636: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4670: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4701: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  4736: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4770: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4801: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  4835: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4869: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4900: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  4934: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  4968: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5002: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5032: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  5066: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5100: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5130: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  5164: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5198: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5229: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  5263: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5297: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5327: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  5361: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5395: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5429: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5459: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  5493: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5527: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5557: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  5591: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5625: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5655: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  5689: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5723: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5753: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  5787: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5821: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5855: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5885: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  5919: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5953: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  5983: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  6017: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6051: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6081: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  6115: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6149: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6179: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  6213: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6247: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6280: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  6314: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6348: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6382: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6412: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  6446: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6480: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6510: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  6544: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6578: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6612: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6642: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  6676: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6710: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6740: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  6774: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6808: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6838: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  6872: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6906: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  6937: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  6971: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7005: obj =   1.804607429e-01 inf =   0.000e+00 (155)
*  7039: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  7073: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7107: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7141: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7171: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  7205: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7239: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7269: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  7303: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7337: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7367: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  7401: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7435: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7465: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  7499: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7533: obj =   1.804607429e-01 inf =   0.000e+00 (155)
*  7566: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  7600: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7634: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7668: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7698: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  7732: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7766: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7796: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  7830: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7864: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7894: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  7927: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7961: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  7994: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8024: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  8058: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8092: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8122: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  8155: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8189: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8219: obj =   1.804607429e-01 inf =   0.000e+00 (155) 1
*  8252: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8285: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8318: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8348: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  8381: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8414: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8444: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  8478: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8512: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8546: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8575: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  8609: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8642: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8672: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  8705: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8738: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8767: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  8800: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8833: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8866: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  8899: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8932: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8965: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  8995: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  9028: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9061: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9090: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  9123: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9156: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9185: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  9218: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9251: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9283: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  9316: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9349: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9382: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9412: obj =   1.804607429e-01 inf =   0.000e+00 (155) 1
*  9445: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9478: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9507: obj =   1.804607429e-01 inf =   0.000e+00 (155) 1
*  9540: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9573: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9606: obj =   1.804607429e-01 inf =   0.000e+00 (157)
*  9635: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  9668: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9701: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9730: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  9763: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9796: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9825: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  9858: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9891: obj =   1.804607429e-01 inf =   0.000e+00 (156)
*  9924: obj =   1.804607429e-01 inf =   0.000e+00 (154)
*  9953: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
*  9986: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10019: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10048: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 10081: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10114: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10143: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 10176: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10209: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10238: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 10271: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10304: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10337: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10366: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 10399: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10432: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10461: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 10494: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10527: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10556: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 10589: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10622: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10651: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 10684: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10717: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10750: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10779: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 10812: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10845: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10874: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 10907: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10940: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 10969: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 11002: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11035: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11068: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11097: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 11130: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11163: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11196: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11225: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 11258: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11291: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11320: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 11353: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11386: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11419: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11448: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 11481: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11514: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11543: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 11576: obj =   1.804607429e-01 inf =   0.000e+00 (155)
* 11609: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11638: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 11671: obj =   1.804607429e-01 inf =   0.000e+00 (156)
* 11704: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11734: obj =   1.804607429e-01 inf =   0.000e+00 (155) 1
* 11767: obj =   1.804607429e-01 inf =   0.000e+00 (155)
* 11800: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11833: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11862: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 11895: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11928: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 11960: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 11993: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12026: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12059: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12088: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 12120: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12153: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12182: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 12215: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12248: obj =   1.804607429e-01 inf =   0.000e+00 (155)
* 12281: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12310: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 12343: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12376: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12405: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 12438: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12471: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12504: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12533: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 12566: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12599: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12628: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 12661: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12694: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12723: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 12755: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12788: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12821: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12850: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 12882: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12915: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 12944: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 12977: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 13009: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 13042: obj =   1.804607429e-01 inf =   0.000e+00 (154) 1
* 13075: obj =   1.804607429e-01 inf =   0.000e+00 (154)
* 13108: obj =   1.804607429e-01 inf =   0.000e+00 (154)
