GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/web-Stanford.html/web-Stanford.txt.gz.36.lp -o input/web-Stanford.html/web-Stanford.txt.gz.36.lp.sol
Reading problem data from 'input/web-Stanford.html/web-Stanford.txt.gz.36.lp'...
2312500 rows, 4906897 columns, 11562487 non-zeros
4906897 integer variables, all of which are binary
7219402 lines were read
GLPK Integer Optimizer 5.0
2312500 rows, 4906897 columns, 11562487 non-zeros
4906897 integer variables, all of which are binary
Preprocessing...
2312493 rows, 4906890 columns, 11562028 non-zeros
4906890 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 2312493
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
2312493 rows, 4906890 columns, 11562028 non-zeros
      0: obj =   0.000000000e+00 inf =   1.820e+02 (182)
     52: obj =   2.535000000e-01 inf =   1.300e+02 (130)
    104: obj =   5.063510000e-01 inf =   7.800e+01 (78)
    156: obj =   7.591770000e-01 inf =   2.600e+01 (26)
    182: obj =   8.856150000e-01 inf =   0.000e+00 (0)
*  4414: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4449: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4480: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  4515: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4550: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4581: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  4616: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4650: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4681: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  4715: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4750: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4781: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  4816: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4850: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4884: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4915: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  4949: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  4983: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5014: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  5048: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5082: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5112: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  5146: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5180: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5210: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  5244: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5278: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5312: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5343: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  5377: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5411: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5441: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  5475: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5509: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5539: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  5573: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5607: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5641: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5671: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  5705: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5739: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5769: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  5803: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5837: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5867: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  5901: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5935: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  5965: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  5999: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6033: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6063: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  6097: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6131: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6165: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6195: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  6229: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6263: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6293: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  6327: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6361: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6391: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  6425: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6459: obj =   7.056045714e-01 inf =   0.000e+00 (155)
*  6493: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6523: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  6557: obj =   7.056045714e-01 inf =   0.000e+00 (155)
*  6591: obj =   7.056045714e-01 inf =   0.000e+00 (155)
*  6622: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  6656: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6689: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6723: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6753: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  6787: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6821: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6851: obj =   7.056045714e-01 inf =   0.000e+00 (156) 1
*  6885: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6919: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  6949: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  6983: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7017: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7047: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  7081: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7115: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7149: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7179: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  7213: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7247: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7277: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  7311: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7345: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7375: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  7409: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7443: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7473: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  7506: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7539: obj =   7.056045714e-01 inf =   0.000e+00 (155)
*  7569: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  7603: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7637: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7671: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7701: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  7735: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7769: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7799: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  7833: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7867: obj =   7.056045714e-01 inf =   0.000e+00 (155)
*  7897: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  7931: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7965: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  7996: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  8030: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8064: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8098: obj =   7.056045714e-01 inf =   0.000e+00 (155)
*  8128: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  8162: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8196: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8226: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  8260: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8293: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8323: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  8357: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8391: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8421: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  8455: obj =   7.056045714e-01 inf =   0.000e+00 (155)
*  8489: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8523: obj =   7.056045714e-01 inf =   0.000e+00 (155)
*  8553: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  8587: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8621: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8655: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8685: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  8719: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8752: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8782: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  8815: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8848: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8877: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  8910: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8943: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  8973: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  9006: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9039: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9072: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9102: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  9135: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9168: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9198: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  9231: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9264: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9294: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  9327: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9360: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9389: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  9422: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9455: obj =   7.056045714e-01 inf =   0.000e+00 (155)
*  9488: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9518: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  9551: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9584: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9613: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  9646: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9679: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9712: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9742: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  9775: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9808: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9837: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  9870: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9903: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9932: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
*  9965: obj =   7.056045714e-01 inf =   0.000e+00 (154)
*  9998: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10030: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 10063: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10096: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10129: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10158: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 10191: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10224: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10253: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 10286: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10319: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10348: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 10381: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10414: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10446: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 10479: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10512: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10545: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10574: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 10607: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10640: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10669: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 10702: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10735: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10764: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 10797: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10830: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10863: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 10896: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10929: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10962: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 10992: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 11025: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11058: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11091: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 11124: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 11157: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11190: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11219: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 11252: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11285: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11314: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 11347: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11380: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11413: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11442: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 11475: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11508: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11537: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 11570: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11603: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11632: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 11665: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11698: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11731: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11760: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 11793: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11826: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11855: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 11888: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11921: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11954: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 11983: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 12016: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12049: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12078: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 12111: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12144: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12177: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12206: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 12239: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 12272: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 12301: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 12334: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12367: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12400: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12429: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 12462: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12495: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12524: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 12557: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12590: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12619: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 12652: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12685: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12718: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12747: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 12780: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12813: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12842: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 12875: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 12908: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 12938: obj =   7.056045714e-01 inf =   0.000e+00 (155) 1
* 12971: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 13004: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 13037: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 13066: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 13099: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 13132: obj =   7.056045714e-01 inf =   0.000e+00 (154)
